group_id,major_code,major_name,membership_evidence_url,verification_status
SXJD-460103,460103,数控技术,https://zsjyzdzx.sxjdxy.edu.cn/info/1309/3508.htm,verified
SXJD-460103,460305,工业机器人技术,https://zsjyzdzx.sxjdxy.edu.cn/info/1309/3538.htm,verified
SXJD-460103,460301,机电一体化技术,https://jxgcx.sxjdxy.edu.cn/info/1212/12413.htm,verified
SXJD-460103,460302,智能机电技术,https://jxgcx.sxjdxy.edu.cn/info/1212/12463.htm,verified
HNZJ-460103,460103,数控技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460301,机电一体化技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460305,工业机器人技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460113,模具设计与制造,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460110,智能焊接技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460102,数字化设计与制造技术,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
HNZJ-460103,460107,材料成型及控制技术,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
HNZJ-460103,460310,工业互联网应用,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
WZVTC-480104,480104,鞋类设计与工艺,https://jwc.wzvtc.cn/_upload/article/files/66/d0/2f88ce014e20a33473f01b007da0/115e2a50-b1f1-49e9-88eb-8f031f684e89.pdf,verified
WZVTC-480104,550105,服装与服饰设计,https://jwc.wzvtc.cn/_upload/article/files/66/d0/2f88ce014e20a33473f01b007da0/115e2a50-b1f1-49e9-88eb-8f031f684e89.pdf,verified
WZVTC-480104,550104,产品艺术设计,https://jwc.wzvtc.cn/_upload/article/files/66/d0/2f88ce014e20a33473f01b007da0/115e2a50-b1f1-49e9-88eb-8f031f684e89.pdf,verified
WZVTC-480104,550102,视觉传达设计,https://jwc.wzvtc.cn/_upload/article/files/66/d0/2f88ce014e20a33473f01b007da0/115e2a50-b1f1-49e9-88eb-8f031f684e89.pdf,verified
WZVTC-480104,550106,环境艺术设计,https://jwc.wzvtc.cn/_upload/article/files/66/d0/2f88ce014e20a33473f01b007da0/115e2a50-b1f1-49e9-88eb-8f031f684e89.pdf,verified
HNPI-510101,510101,电子信息工程技术,https://www.hnpi.edu.cn/_upload/article/files/32/1d/55c51f324c8e8bd0b5cc52b51d7f/a5132657-b020-49d9-8230-7271d7cbe1af.pdf,verified
HNPI-510101,510102,物联网应用技术,https://www.hnpi.edu.cn/_upload/article/files/32/1d/55c51f324c8e8bd0b5cc52b51d7f/a5132657-b020-49d9-8230-7271d7cbe1af.pdf,verified
HNPI-510101,510302,现代移动通信技术,https://www.hnpi.edu.cn/_upload/article/files/32/1d/55c51f324c8e8bd0b5cc52b51d7f/a5132657-b020-49d9-8230-7271d7cbe1af.pdf,verified
HNPI-510101,510209,人工智能技术应用,https://www.hnpi.edu.cn/_upload/article/files/32/1d/55c51f324c8e8bd0b5cc52b51d7f/a5132657-b020-49d9-8230-7271d7cbe1af.pdf,verified
HNPI-510101,510205,大数据技术,https://www.hnpi.edu.cn/_upload/article/files/32/1d/55c51f324c8e8bd0b5cc52b51d7f/a5132657-b020-49d9-8230-7271d7cbe1af.pdf,verified
BITC-510401,510101,电子信息工程技术,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
BITC-510401,460301,机电一体化技术,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
BITC-510401,510401,集成电路技术,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
BITC-510401,510402,微电子技术,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
