层次	专业大类	专业类	专业名称及代码	官方链接	预期字节数	本地相对路径
高职专科	交通运输大类	道路运输类	500212 新能源汽车检测与维修技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jtysdl/jtysdl_tlysl/202502/P020250207535331180638.pdf	350672	高职专科/交通运输大类/道路运输类/500212_新能源汽车检测与维修技术.pdf
高职专科	交通运输大类	邮政类	500701 邮政快递运营管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jtysdl/jtysdl_yzl/202502/P020250207552820960248.pdf	346315	高职专科/交通运输大类/邮政类/500701_邮政快递运营管理.pdf
高职专科	交通运输大类	邮政类	500702 邮政快递智能技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jtysdl/jtysdl_yzl/202502/P020250207553125520250.pdf	345029	高职专科/交通运输大类/邮政类/500702_邮政快递智能技术.pdf
高职专科	教育与体育大类	教育类	570101K 早期教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207552369858391.pdf	349361	高职专科/教育与体育大类/教育类/570101K_早期教育.pdf
高职专科	教育与体育大类	教育类	570102K 学前教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207552226994375.pdf	339755	高职专科/教育与体育大类/教育类/570102K_学前教育.pdf
高职专科	教育与体育大类	教育类	570103K 小学教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207552089033724.pdf	335389	高职专科/教育与体育大类/教育类/570103K_小学教育.pdf
高职专科	教育与体育大类	教育类	570104K 小学语文教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551935185111.pdf	345433	高职专科/教育与体育大类/教育类/570104K_小学语文教育.pdf
高职专科	教育与体育大类	教育类	570105K 小学数学教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551779857595.pdf	338346	高职专科/教育与体育大类/教育类/570105K_小学数学教育.pdf
高职专科	教育与体育大类	教育类	570106K 小学英语教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551632854003.pdf	338770	高职专科/教育与体育大类/教育类/570106K_小学英语教育.pdf
高职专科	教育与体育大类	教育类	570107K 小学科学教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551469205184.pdf	350870	高职专科/教育与体育大类/教育类/570107K_小学科学教育.pdf
高职专科	教育与体育大类	教育类	570108K 音乐教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551312797179.pdf	347336	高职专科/教育与体育大类/教育类/570108K_音乐教育.pdf
高职专科	教育与体育大类	教育类	570109K 美术教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207551182737258.pdf	346279	高职专科/教育与体育大类/教育类/570109K_美术教育.pdf
高职专科	教育与体育大类	教育类	570110K 体育教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550974309382.pdf	349827	高职专科/教育与体育大类/教育类/570110K_体育教育.pdf
高职专科	教育与体育大类	教育类	570111K 小学道德与法治教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550833223045.pdf	336215	高职专科/教育与体育大类/教育类/570111K_小学道德与法治教育.pdf
高职专科	教育与体育大类	教育类	570112K 舞蹈教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550660632909.pdf	333800	高职专科/教育与体育大类/教育类/570112K_舞蹈教育.pdf
高职专科	教育与体育大类	教育类	570113K 艺术教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550488138999.pdf	342407	高职专科/教育与体育大类/教育类/570113K_艺术教育.pdf
高职专科	教育与体育大类	教育类	570114K 特殊教育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550334803573.pdf	336839	高职专科/教育与体育大类/教育类/570114K_特殊教育.pdf
高职专科	教育与体育大类	教育类	570115K 现代教育技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_jyl/202502/P020250207550203578214.pdf	347943	高职专科/教育与体育大类/教育类/570115K_现代教育技术.pdf
高职专科	教育与体育大类	体育类	570301 社会体育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207556346780340.pdf	345298	高职专科/教育与体育大类/体育类/570301_社会体育.pdf
高职专科	教育与体育大类	体育类	570302 休闲体育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207556195554292.pdf	356817	高职专科/教育与体育大类/体育类/570302_休闲体育.pdf
高职专科	教育与体育大类	体育类	570303 运动训练	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207556070362776.pdf	356630	高职专科/教育与体育大类/体育类/570303_运动训练.pdf
高职专科	教育与体育大类	体育类	570304 民族传统体育	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555950251049.pdf	338433	高职专科/教育与体育大类/体育类/570304_民族传统体育.pdf
高职专科	教育与体育大类	体育类	570307 健身指导与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555816008610.pdf	345314	高职专科/教育与体育大类/体育类/570307_健身指导与管理.pdf
高职专科	教育与体育大类	体育类	570308 运动健康指导	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555636188450.pdf	345555	高职专科/教育与体育大类/体育类/570308_运动健康指导.pdf
高职专科	教育与体育大类	体育类	570309 运动数据分析	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555452824177.pdf	334670	高职专科/教育与体育大类/体育类/570309_运动数据分析.pdf
高职专科	教育与体育大类	体育类	570310 体能训练	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555320806340.pdf	335675	高职专科/教育与体育大类/体育类/570310_体能训练.pdf
高职专科	教育与体育大类	体育类	570311 体育运营与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555189281817.pdf	333707	高职专科/教育与体育大类/体育类/570311_体育运营与管理.pdf
高职专科	教育与体育大类	体育类	570312 电子竞技运动与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207555046593720.pdf	330287	高职专科/教育与体育大类/体育类/570312_电子竞技运动与管理.pdf
高职专科	教育与体育大类	体育类	570314 冰雪运动与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207554889741156.pdf	345140	高职专科/教育与体育大类/体育类/570314_冰雪运动与管理.pdf
高职专科	教育与体育大类	体育类	570316 体育艺术表演	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_tyl/202502/P020250207554753674432.pdf	333872	高职专科/教育与体育大类/体育类/570316_体育艺术表演.pdf
高职专科	教育与体育大类	语言类	570201 商务英语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207554543068266.pdf	348938	高职专科/教育与体育大类/语言类/570201_商务英语.pdf
高职专科	教育与体育大类	语言类	570202 应用英语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207554325602528.pdf	334527	高职专科/教育与体育大类/语言类/570202_应用英语.pdf
高职专科	教育与体育大类	语言类	570203 旅游英语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207554206806460.pdf	340579	高职专科/教育与体育大类/语言类/570203_旅游英语.pdf
高职专科	教育与体育大类	语言类	570204 应用韩语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207554037937743.pdf	338318	高职专科/教育与体育大类/语言类/570204_应用韩语.pdf
高职专科	教育与体育大类	语言类	570205 商务日语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553894679190.pdf	344424	高职专科/教育与体育大类/语言类/570205_商务日语.pdf
高职专科	教育与体育大类	语言类	570206 应用日语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553725698114.pdf	343250	高职专科/教育与体育大类/语言类/570206_应用日语.pdf
高职专科	教育与体育大类	语言类	570207 旅游日语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553577664362.pdf	341774	高职专科/教育与体育大类/语言类/570207_旅游日语.pdf
高职专科	教育与体育大类	语言类	570210 应用俄语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553440081615.pdf	340779	高职专科/教育与体育大类/语言类/570210_应用俄语.pdf
高职专科	教育与体育大类	语言类	570211 应用法语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553283148114.pdf	337158	高职专科/教育与体育大类/语言类/570211_应用法语.pdf
高职专科	教育与体育大类	语言类	570212 应用西班牙语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207553125582710.pdf	340094	高职专科/教育与体育大类/语言类/570212_应用西班牙语.pdf
高职专科	教育与体育大类	语言类	570213 应用德语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207552882455306.pdf	340808	高职专科/教育与体育大类/语言类/570213_应用德语.pdf
高职专科	教育与体育大类	语言类	570214 应用泰语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207552735872087.pdf	343383	高职专科/教育与体育大类/语言类/570214_应用泰语.pdf
高职专科	教育与体育大类	语言类	570215 应用越南语	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_jyytydl/jyytydl_yyl/202502/P020250207552588185250.pdf	333418	高职专科/教育与体育大类/语言类/570215_应用越南语.pdf
高职专科	旅游大类	餐饮类	540201 餐饮智能管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_cyl/202502/P020250207547330723331.pdf	377236	高职专科/旅游大类/餐饮类/540201_餐饮智能管理.pdf
高职专科	旅游大类	餐饮类	540202 烹饪工艺与营养	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_cyl/202502/P020250207547199067653.pdf	379461	高职专科/旅游大类/餐饮类/540202_烹饪工艺与营养.pdf
高职专科	旅游大类	餐饮类	540203 中西面点工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_cyl/202502/P020250207547062265052.pdf	350200	高职专科/旅游大类/餐饮类/540203_中西面点工艺.pdf
高职专科	旅游大类	餐饮类	540204 西式烹饪工艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_cyl/202502/P020250207546934193749.pdf	341535	高职专科/旅游大类/餐饮类/540204_西式烹饪工艺.pdf
高职专科	旅游大类	餐饮类	540205 营养配餐	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_cyl/202502/P020250207546796672533.pdf	401872	高职专科/旅游大类/餐饮类/540205_营养配餐.pdf
高职专科	旅游大类	旅游类	540101 旅游管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207546565208630.pdf	354624	高职专科/旅游大类/旅游类/540101_旅游管理.pdf
高职专科	旅游大类	旅游类	540102 导游	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207546414632408.pdf	340606	高职专科/旅游大类/旅游类/540102_导游.pdf
高职专科	旅游大类	旅游类	540103 旅行社经营与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207546276489909.pdf	326803	高职专科/旅游大类/旅游类/540103_旅行社经营与管理.pdf
高职专科	旅游大类	旅游类	540104 定制旅行管理与服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207546146796713.pdf	351797	高职专科/旅游大类/旅游类/540104_定制旅行管理与服务.pdf
高职专科	旅游大类	旅游类	540105 研学旅行管理与服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207546004445387.pdf	327077	高职专科/旅游大类/旅游类/540105_研学旅行管理与服务.pdf
高职专科	旅游大类	旅游类	540106 酒店管理与数字化运营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207545833502724.pdf	359505	高职专科/旅游大类/旅游类/540106_酒店管理与数字化运营.pdf
高职专科	旅游大类	旅游类	540107 民宿管理与运营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207545659877782.pdf	341620	高职专科/旅游大类/旅游类/540107_民宿管理与运营.pdf
高职专科	旅游大类	旅游类	540108 葡萄酒文化与营销	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207545504669842.pdf	368436	高职专科/旅游大类/旅游类/540108_葡萄酒文化与营销.pdf
高职专科	旅游大类	旅游类	540109 茶艺与茶文化	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207545320514690.pdf	325759	高职专科/旅游大类/旅游类/540109_茶艺与茶文化.pdf
高职专科	旅游大类	旅游类	540110 智慧景区开发与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207545091577643.pdf	342184	高职专科/旅游大类/旅游类/540110_智慧景区开发与管理.pdf
高职专科	旅游大类	旅游类	540111 智慧旅游技术应用	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207544852459145.pdf	339400	高职专科/旅游大类/旅游类/540111_智慧旅游技术应用.pdf
高职专科	旅游大类	旅游类	540112 会展策划与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207544713511961.pdf	339468	高职专科/旅游大类/旅游类/540112_会展策划与管理.pdf
高职专科	旅游大类	旅游类	540113 休闲服务与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_lydl/lydl_lyl/202502/P020250207544557769223.pdf	340424	高职专科/旅游大类/旅游类/540113_休闲服务与管理.pdf
高职专科	农林牧渔大类	林业类	410202 园林技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207516722497211.pdf	350057	高职专科/农林牧渔大类/林业类/410202_园林技术.pdf
高职专科	农林牧渔大类	林业类	410204 花卉生产与花艺	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207516003932749.pdf	352943	高职专科/农林牧渔大类/林业类/410204_花卉生产与花艺.pdf
高职专科	农林牧渔大类	林业类	410206 森林和草原资源保护	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207515603921044.pdf	334873	高职专科/农林牧渔大类/林业类/410206_森林和草原资源保护.pdf
高职专科	农林牧渔大类	林业类	410207 林草生态保护与修复	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207515011024367.pdf	358284	高职专科/农林牧渔大类/林业类/410207_林草生态保护与修复.pdf
高职专科	农林牧渔大类	林业类	410210 森林生态旅游与康养	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207514693236940.pdf	325446	高职专科/农林牧渔大类/林业类/410210_森林生态旅游与康养.pdf
高职专科	农林牧渔大类	林业类	410211 林业信息技术应用	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_lyl/202502/P020250207514387417657.pdf	360504	高职专科/农林牧渔大类/林业类/410211_林业信息技术应用.pdf
高职专科	农林牧渔大类	农业类	410102 作物生产与经营管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207513945119934.pdf	360326	高职专科/农林牧渔大类/农业类/410102_作物生产与经营管理.pdf
高职专科	农林牧渔大类	农业类	410103 现代农业技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207513521959802.pdf	346701	高职专科/农林牧渔大类/农业类/410103_现代农业技术.pdf
高职专科	农林牧渔大类	农业类	410105 园艺技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207513230956686.pdf	359199	高职专科/农林牧渔大类/农业类/410105_园艺技术.pdf
高职专科	农林牧渔大类	农业类	410106 植物保护与检疫技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207512973899768.pdf	350803	高职专科/农林牧渔大类/农业类/410106_植物保护与检疫技术.pdf
高职专科	农林牧渔大类	农业类	410107 茶叶生产与加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207512696920472.pdf	354097	高职专科/农林牧渔大类/农业类/410107_茶叶生产与加工技术.pdf
高职专科	农林牧渔大类	农业类	410108 中草药栽培与加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207512401962606.pdf	421542	高职专科/农林牧渔大类/农业类/410108_中草药栽培与加工技术.pdf
高职专科	农林牧渔大类	农业类	410110 饲草生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207512172891498.pdf	352203	高职专科/农林牧渔大类/农业类/410110_饲草生产技术.pdf
高职专科	农林牧渔大类	农业类	410111 食用菌生产与加工技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207511953262900.pdf	367720	高职专科/农林牧渔大类/农业类/410111_食用菌生产与加工技术.pdf
高职专科	农林牧渔大类	农业类	410113 现代农业装备应用技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207511722416713.pdf	351101	高职专科/农林牧渔大类/农业类/410113_现代农业装备应用技术.pdf
高职专科	农林牧渔大类	农业类	410114 农产品加工与质量检测	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207511451306420.pdf	376051	高职专科/农林牧渔大类/农业类/410114_农产品加工与质量检测.pdf
高职专科	农林牧渔大类	农业类	410115 绿色食品生产技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207511163141253.pdf	362715	高职专科/农林牧渔大类/农业类/410115_绿色食品生产技术.pdf
高职专科	农林牧渔大类	农业类	410117 棉花加工与经营管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207510877860624.pdf	338794	高职专科/农林牧渔大类/农业类/410117_棉花加工与经营管理.pdf
高职专科	农林牧渔大类	农业类	410118 休闲农业经营与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207510428642862.pdf	357252	高职专科/农林牧渔大类/农业类/410118_休闲农业经营与管理.pdf
高职专科	农林牧渔大类	农业类	410119 现代农业经济管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207510107617427.pdf	349652	高职专科/农林牧渔大类/农业类/410119_现代农业经济管理.pdf
高职专科	农林牧渔大类	农业类	410120 农村新型经济组织管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_nyl/202502/P020250207509130045237.pdf	352669	高职专科/农林牧渔大类/农业类/410120_农村新型经济组织管理.pdf
高职专科	农林牧渔大类	畜牧业类	410301 动物医学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_nlmydl/nlmydl_xmyl/202502/P020250207521200573443.pdf	363563	高职专科/农林牧渔大类/畜牧业类/410301_动物医学.pdf
