层次	专业大类	专业类	专业名称及代码	官方链接	预期字节数	本地相对路径
高职专科	新闻传播大类	广播影视类	560201 播音与主持	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207549510438568.pdf	344691	高职专科/新闻传播大类/广播影视类/560201_播音与主持.pdf
高职专科	新闻传播大类	广播影视类	560202 广播影视节目制作	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207549350192351.pdf	336832	高职专科/新闻传播大类/广播影视类/560202_广播影视节目制作.pdf
高职专科	新闻传播大类	广播影视类	560203 数字广播电视技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207549213139228.pdf	346816	高职专科/新闻传播大类/广播影视类/560203_数字广播电视技术.pdf
高职专科	新闻传播大类	广播影视类	560204 影视编导	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207549088054966.pdf	353565	高职专科/新闻传播大类/广播影视类/560204_影视编导.pdf
高职专科	新闻传播大类	广播影视类	560205 新闻采编与制作	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548927436229.pdf	333577	高职专科/新闻传播大类/广播影视类/560205_新闻采编与制作.pdf
高职专科	新闻传播大类	广播影视类	560206 影视动画	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548806817547.pdf	351592	高职专科/新闻传播大类/广播影视类/560206_影视动画.pdf
高职专科	新闻传播大类	广播影视类	560208 影视多媒体技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548653461901.pdf	369930	高职专科/新闻传播大类/广播影视类/560208_影视多媒体技术.pdf
高职专科	新闻传播大类	广播影视类	560211 录音技术与艺术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548470835589.pdf	348663	高职专科/新闻传播大类/广播影视类/560211_录音技术与艺术.pdf
高职专科	新闻传播大类	广播影视类	560212 摄影摄像技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548312445049.pdf	341404	高职专科/新闻传播大类/广播影视类/560212_摄影摄像技术.pdf
高职专科	新闻传播大类	广播影视类	560213 融媒体技术与运营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548141306012.pdf	356798	高职专科/新闻传播大类/广播影视类/560213_融媒体技术与运营.pdf
高职专科	新闻传播大类	广播影视类	560214 网络直播与运营	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207548006258101.pdf	313853	高职专科/新闻传播大类/广播影视类/560214_网络直播与运营.pdf
高职专科	新闻传播大类	广播影视类	560216 全媒体广告策划与营销	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_gbysl/202502/P020250207547851716976.pdf	342752	高职专科/新闻传播大类/广播影视类/560216_全媒体广告策划与营销.pdf
高职专科	新闻传播大类	新闻出版类	560105 数字出版	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_xwcbdl/xwcbdl_xwcbl/202502/P020250207547670738031.pdf	338188	高职专科/新闻传播大类/新闻出版类/560105_数字出版.pdf
高职专科	医药卫生大类	公共卫生与卫生管理类	520701 公共卫生管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ggwsywsgll/202502/P020250207541199236372.pdf	349754	高职专科/医药卫生大类/公共卫生与卫生管理类/520701_公共卫生管理.pdf
高职专科	医药卫生大类	公共卫生与卫生管理类	520703K 预防医学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ggwsywsgll/202502/P020250207540329542046.pdf	346512	高职专科/医药卫生大类/公共卫生与卫生管理类/520703K_预防医学.pdf
高职专科	医药卫生大类	公共卫生与卫生管理类	520704 健康大数据管理与服务	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ggwsywsgll/202502/P020250207540106860372.pdf	363711	高职专科/医药卫生大类/公共卫生与卫生管理类/520704_健康大数据管理与服务.pdf
高职专科	医药卫生大类	护理类	520201 护理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_hll/202502/P020250207533183854585.pdf	355120	高职专科/医药卫生大类/护理类/520201_护理.pdf
高职专科	医药卫生大类	护理类	520202 助产	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_hll/202502/P020250207532975079267.pdf	354459	高职专科/医药卫生大类/护理类/520202_助产.pdf
高职专科	医药卫生大类	健康管理与促进类	520801 健康管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_jkglycjl/202502/P020250207543569178135.pdf	341168	高职专科/医药卫生大类/健康管理与促进类/520801_健康管理.pdf
高职专科	医药卫生大类	健康管理与促进类	520802 婴幼儿托育服务与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_jkglycjl/202502/P020250207542415972694.pdf	374598	高职专科/医药卫生大类/健康管理与促进类/520802_婴幼儿托育服务与管理.pdf
高职专科	医药卫生大类	健康管理与促进类	520803 老年保健与管理	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_jkglycjl/202502/P020250207542149570626.pdf	351939	高职专科/医药卫生大类/健康管理与促进类/520803_老年保健与管理.pdf
高职专科	医药卫生大类	健康管理与促进类	520804 心理咨询	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_jkglycjl/202502/P020250207541922159170.pdf	344969	高职专科/医药卫生大类/健康管理与促进类/520804_心理咨询.pdf
高职专科	医药卫生大类	康复治疗类	520601 康复治疗技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_kfzll/202502/P020250207539797507117.pdf	359926	高职专科/医药卫生大类/康复治疗类/520601_康复治疗技术.pdf
高职专科	医药卫生大类	临床医学类	520101K 临床医学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_lcyxl/202502/P020250207532476574372.pdf	377467	高职专科/医药卫生大类/临床医学类/520101K_临床医学.pdf
高职专科	医药卫生大类	临床医学类	520102K 口腔医学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_lcyxl/202502/P020250207532117813547.pdf	355836	高职专科/医药卫生大类/临床医学类/520102K_口腔医学.pdf
高职专科	医药卫生大类	眼视光类	520901 眼视光技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ysgl/202502/P020250208389519309034.pdf	348557	高职专科/医药卫生大类/眼视光类/520901_眼视光技术.pdf
高职专科	医药卫生大类	眼视光类	520902 眼视光仪器技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ysgl/202502/P020250207545978962639.pdf	338180	高职专科/医药卫生大类/眼视光类/520902_眼视光仪器技术.pdf
高职专科	医药卫生大类	眼视光类	520903 视觉训练与康复	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_ysgl/202502/P020250208389140449842.pdf	350019	高职专科/医药卫生大类/眼视光类/520903_视觉训练与康复.pdf
高职专科	医药卫生大类	医学技术类	520501 医学检验技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxjsl/202502/P020250207539424195317.pdf	340137	高职专科/医药卫生大类/医学技术类/520501_医学检验技术.pdf
高职专科	医药卫生大类	医学技术类	520502 医学影像技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxjsl/202502/P020250207539193661811.pdf	327633	高职专科/医药卫生大类/医学技术类/520502_医学影像技术.pdf
高职专科	医药卫生大类	医学技术类	520503 医学生物技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxjsl/202502/P020250207538914697146.pdf	362645	高职专科/医药卫生大类/医学技术类/520503_医学生物技术.pdf
高职专科	医药卫生大类	医学技术类	520504 口腔医学技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxjsl/202502/P020250207538674570916.pdf	388590	高职专科/医药卫生大类/医学技术类/520504_口腔医学技术.pdf
高职专科	医药卫生大类	医学技术类	520507 医学美容技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxjsl/202502/P020250207538447365017.pdf	364342	高职专科/医药卫生大类/医学技术类/520507_医学美容技术.pdf
高职专科	医药卫生大类	药学类	520301 药学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_yxl/202502/P020250207533553493396.pdf	361853	高职专科/医药卫生大类/药学类/520301_药学.pdf
高职专科	医药卫生大类	中医药类	520403K 针灸推拿	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207535714216570.pdf	344289	高职专科/医药卫生大类/中医药类/520403K_针灸推拿.pdf
高职专科	医药卫生大类	中医药类	520410 中药学	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207535418367068.pdf	362667	高职专科/医药卫生大类/中医药类/520410_中药学.pdf
高职专科	医药卫生大类	中医药类	520414 中药材生产与加工	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207535189271508.pdf	354084	高职专科/医药卫生大类/中医药类/520414_中药材生产与加工.pdf
高职专科	医药卫生大类	中医药类	520415 中药制药	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207534898851265.pdf	347834	高职专科/医药卫生大类/中医药类/520415_中药制药.pdf
高职专科	医药卫生大类	中医药类	520416 中医康复技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207534483733385.pdf	339708	高职专科/医药卫生大类/中医药类/520416_中医康复技术.pdf
高职专科	医药卫生大类	中医药类	520417 中医养生保健	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207534131088647.pdf	338662	高职专科/医药卫生大类/中医药类/520417_中医养生保健.pdf
高职专科	医药卫生大类	中医药类	520418 药膳与食疗	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_yywsdl/yywsdl_zyyl/202502/P020250207533910187677.pdf	354473	高职专科/医药卫生大类/中医药类/520418_药膳与食疗.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460501 船舶工程技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526923768815.pdf	359583	高职专科/装备制造大类/船舶与海洋工程装备类/460501_船舶工程技术.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460502 船舶动力工程技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526791131181.pdf	348032	高职专科/装备制造大类/船舶与海洋工程装备类/460502_船舶动力工程技术.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460503 船舶电气工程技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526619170876.pdf	343229	高职专科/装备制造大类/船舶与海洋工程装备类/460503_船舶电气工程技术.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460504 船舶智能焊接技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526406876067.pdf	347649	高职专科/装备制造大类/船舶与海洋工程装备类/460504_船舶智能焊接技术.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460508 游艇设计与制造	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526241906346.pdf	339145	高职专科/装备制造大类/船舶与海洋工程装备类/460508_游艇设计与制造.pdf
高职专科	装备制造大类	船舶与海洋工程装备类	460509 邮轮内装技术	https://www.moe.gov.cn/s78/A07/zcs_ztzl/2017_zt06/17zt06_bznr/bznr_zyjyzyjxbz/gdzyjy_zk/zk_zbzzdl/zbzzdl_cbyhygczbl/202502/P020250207526096931394.pdf	363341	高职专科/装备制造大类/船舶与海洋工程装备类/460509_邮轮内装技术.pdf
