层次	专业名称及代码	预期字节数	实际字节数	PDF文件头	状态	本地相对路径
中职	650201 水利工程运行与管理	345996	345996	%PDF-	OK	中职/水利大类/水利工程与管理类/650201_水利工程运行与管理.pdf
中职	650203 机电排灌工程技术	336372	336372	%PDF-	OK	中职/水利大类/水利工程与管理类/650203_机电排灌工程技术.pdf
中职	650204 现代灌溉技术	337037	337037	%PDF-	OK	中职/水利大类/水利工程与管理类/650204_现代灌溉技术.pdf
中职	650205 农村饮水供水工程技术	345002	345002	%PDF-	OK	中职/水利大类/水利工程与管理类/650205_农村饮水供水工程技术.pdf
中职	650302 水电站运行与管理	338416	338416	%PDF-	OK	中职/水利大类/水利水电设备类/650302_水电站运行与管理.pdf
中职	650401 水土保持技术	352674	352674	%PDF-	OK	中职/水利大类/水土保持与水环境类/650401_水土保持技术.pdf
中职	650402 水环境智能监测与保护	361082	361082	%PDF-	OK	中职/水利大类/水土保持与水环境类/650402_水环境智能监测与保护.pdf
中职	690301 粮油和饲料加工技术	360457	360457	%PDF-	OK	中职/食品药品与粮食大类/粮食类/690301_粮油和饲料加工技术.pdf
中职	690101 食品加工工艺	351054	351054	%PDF-	OK	中职/食品药品与粮食大类/食品类/690101_食品加工工艺.pdf
中职	690102 酿酒工艺与技术	355866	355866	%PDF-	OK	中职/食品药品与粮食大类/食品类/690102_酿酒工艺与技术.pdf
中职	690103 民族食品加工技术	326292	326292	%PDF-	OK	中职/食品药品与粮食大类/食品类/690103_民族食品加工技术.pdf
中职	690104 食品安全与检测技术	359693	359693	%PDF-	OK	中职/食品药品与粮食大类/食品类/690104_食品安全与检测技术.pdf
中职	690201 制药技术应用	343197	343197	%PDF-	OK	中职/食品药品与粮食大类/药品与医疗器械类/690201_制药技术应用.pdf
中职	690202 生物制药工艺	376355	376355	%PDF-	OK	中职/食品药品与粮食大类/药品与医疗器械类/690202_生物制药工艺.pdf
中职	690203 生物药物检验	352698	352698	%PDF-	OK	中职/食品药品与粮食大类/药品与医疗器械类/690203_生物药物检验.pdf
中职	640701 房地产营销	337157	337157	%PDF-	OK	中职/土木建筑大类/房地产类/640701_房地产营销.pdf
中职	640702 物业服务	344687	344687	%PDF-	OK	中职/土木建筑大类/房地产类/640702_物业服务.pdf
中职	640501 建筑工程造价	333066	333066	%PDF-	OK	中职/土木建筑大类/建设工程管理类/640501_建筑工程造价.pdf
中职	640502 建设项目材料管理	344145	344145	%PDF-	OK	中职/土木建筑大类/建设工程管理类/640502_建设项目材料管理.pdf
中职	640401 建筑智能化设备安装与运维	356645	356645	%PDF-	OK	中职/土木建筑大类/建筑设备类/640401_建筑智能化设备安装与运维.pdf
中职	640402 建筑水电设备安装与运维	341749	341749	%PDF-	OK	中职/土木建筑大类/建筑设备类/640402_建筑水电设备安装与运维.pdf
中职	640102 建筑装饰技术	344323	344323	%PDF-	OK	中职/土木建筑大类/建筑设计类/640102_建筑装饰技术.pdf
中职	640103 古建筑修缮	342203	342203	%PDF-	OK	中职/土木建筑大类/建筑设计类/640103_古建筑修缮.pdf
中职	640104 园林景观施工与维护	347564	347564	%PDF-	OK	中职/土木建筑大类/建筑设计类/640104_园林景观施工与维护.pdf
中职	640603 城市燃气智能输配与应用	369784	369784	%PDF-	OK	中职/土木建筑大类/市政工程类/640603_城市燃气智能输配与应用.pdf
中职	640302 装配式建筑施工	339914	339914	%PDF-	OK	中职/土木建筑大类/土建施工类/640302_装配式建筑施工.pdf
中职	640303 建筑工程检测	341591	341591	%PDF-	OK	中职/土木建筑大类/土建施工类/640303_建筑工程检测.pdf
中职	750201 音乐表演	331997	331997	%PDF-	OK	中职/文化艺术大类/表演艺术类/750201_音乐表演.pdf
中职	750206 服装表演	339934	339934	%PDF-	OK	中职/文化艺术大类/表演艺术类/750206_服装表演.pdf
中职	750209 戏曲音乐	334861	334861	%PDF-	OK	中职/文化艺术大类/表演艺术类/750209_戏曲音乐.pdf
中职	750210 舞台艺术设计与制作	342937	342937	%PDF-	OK	中职/文化艺术大类/表演艺术类/750210_舞台艺术设计与制作.pdf
中职	750211 数字音乐制作	334938	334938	%PDF-	OK	中职/文化艺术大类/表演艺术类/750211_数字音乐制作.pdf
中职	750212 乐器维修与制作	334418	334418	%PDF-	OK	中职/文化艺术大类/表演艺术类/750212_乐器维修与制作.pdf
中职	750303 民族服装与饰品	329927	329927	%PDF-	OK	中职/文化艺术大类/民族文化艺术类/750303_民族服装与饰品.pdf
中职	750304 民族纺染织绣技艺	374775	374775	%PDF-	OK	中职/文化艺术大类/民族文化艺术类/750304_民族纺染织绣技艺.pdf
中职	750306 民族工艺品设计与制作	331788	331788	%PDF-	OK	中职/文化艺术大类/民族文化艺术类/750306_民族工艺品设计与制作.pdf
中职	750403 图书档案数字化管理	338440	338440	%PDF-	OK	中职/文化艺术大类/文化服务类/750403_图书档案数字化管理.pdf
中职	750101 艺术设计与制作	348703	348703	%PDF-	OK	中职/文化艺术大类/艺术设计类/750101_艺术设计与制作.pdf
中职	750102 界面设计与制作	340310	340310	%PDF-	OK	中职/文化艺术大类/艺术设计类/750102_界面设计与制作.pdf
中职	750103 数字影像技术	329667	329667	%PDF-	OK	中职/文化艺术大类/艺术设计类/750103_数字影像技术.pdf
中职	750104 皮革制品设计与制作	346008	346008	%PDF-	OK	中职/文化艺术大类/艺术设计类/750104_皮革制品设计与制作.pdf
中职	750105 服装陈列与展示设计	335799	335799	%PDF-	OK	中职/文化艺术大类/艺术设计类/750105_服装陈列与展示设计.pdf
中职	750107 绘画	332765	332765	%PDF-	OK	中职/文化艺术大类/艺术设计类/750107_绘画.pdf
中职	750108 首饰设计与制作	344575	344575	%PDF-	OK	中职/文化艺术大类/艺术设计类/750108_首饰设计与制作.pdf
中职	750109 动漫与游戏设计	343015	343015	%PDF-	OK	中职/文化艺术大类/艺术设计类/750109_动漫与游戏设计.pdf
中职	750111 美容美体艺术	356675	356675	%PDF-	OK	中职/文化艺术大类/艺术设计类/750111_美容美体艺术.pdf
中职	750112 工艺品设计与制作	355022	355022	%PDF-	OK	中职/文化艺术大类/艺术设计类/750112_工艺品设计与制作.pdf
中职	760201 播音与主持	334821	334821	%PDF-	OK	中职/新闻传播大类/广播影视类/760201_播音与主持.pdf
中职	760202 广播影视节目制作	335553	335553	%PDF-	OK	中职/新闻传播大类/广播影视类/760202_广播影视节目制作.pdf
中职	760204 动漫与游戏制作	339137	339137	%PDF-	OK	中职/新闻传播大类/广播影视类/760204_动漫与游戏制作.pdf
中职	760101 出版商务	392183	392183	%PDF-	OK	中职/新闻传播大类/新闻出版类/760101_出版商务.pdf
中职	720201 护理	331948	331948	%PDF-	OK	中职/医药卫生大类/护理类/720201_护理.pdf
中职	720803 婴幼儿托育	350645	350645	%PDF-	OK	中职/医药卫生大类/健康管理与促进类/720803_婴幼儿托育.pdf
中职	720602 康复辅助器具技术及应用	333800	333800	%PDF-	OK	中职/医药卫生大类/康复治疗类/720602_康复辅助器具技术及应用.pdf
中职	720301 药剂	348403	348403	%PDF-	OK	中职/医药卫生大类/药学类/720301_药剂.pdf
中职	720401 中医	317065	317065	%PDF-	OK	中职/医药卫生大类/中医药类/720401_中医.pdf
中职	720403 中药	350182	350182	%PDF-	OK	中职/医药卫生大类/中医药类/720403_中药.pdf
中职	720407 中药制药	352123	352123	%PDF-	OK	中职/医药卫生大类/中医药类/720407_中药制药.pdf
中职	720408 中医康复技术	318362	318362	%PDF-	OK	中职/医药卫生大类/中医药类/720408_中医康复技术.pdf
中职	720409 中医养生保健	344376	344376	%PDF-	OK	中职/医药卫生大类/中医药类/720409_中医养生保健.pdf
中职	720410 哈医医疗与哈药	347187	347187	%PDF-	OK	中职/医药卫生大类/中医药类/720410_哈医医疗与哈药.pdf
中职	660501 船体修造技术	347890	347890	%PDF-	OK	中职/装备制造大类/船舶与海洋工程装备类/660501_船体修造技术.pdf
中职	660503 船舶电气装置安装与调试	348406	348406	%PDF-	OK	中职/装备制造大类/船舶与海洋工程装备类/660503_船舶电气装置安装与调试.pdf
中职	660504 船舶内装	341676	341676	%PDF-	OK	中职/装备制造大类/船舶与海洋工程装备类/660504_船舶内装.pdf
中职	670201 化学工艺	354109	354109	%PDF-	OK	中职/生物与化工大类/化工技术类/670201_化学工艺.pdf
中职	670202 石油炼制技术	358178	358178	%PDF-	OK	中职/生物与化工大类/化工技术类/670202_石油炼制技术.pdf
中职	670203 精细化工技术	332476	332476	%PDF-	OK	中职/生物与化工大类/化工技术类/670203_精细化工技术.pdf
中职	670204 高分子材料加工工艺	342488	342488	%PDF-	OK	中职/生物与化工大类/化工技术类/670204_高分子材料加工工艺.pdf
中职	670207 分析检验技术	346674	346674	%PDF-	OK	中职/生物与化工大类/化工技术类/670207_分析检验技术.pdf
中职	670211 烟花爆竹生产与管理	340348	340348	%PDF-	OK	中职/生物与化工大类/化工技术类/670211_烟花爆竹生产与管理.pdf
中职	660601 无人机操控与维护	333581	333581	%PDF-	OK	中职/装备制造大类/航空装备类/660601_无人机操控与维护.pdf
中职	660201 智能设备运行与维护	354531	354531	%PDF-	OK	中职/装备制造大类/机电设备类/660201_智能设备运行与维护.pdf
中职	660204 新能源装备运行与维护	338076	338076	%PDF-	OK	中职/装备制造大类/机电设备类/660204_新能源装备运行与维护.pdf
中职	660205 制冷和空调设备运行与维护	346948	346948	%PDF-	OK	中职/装备制造大类/机电设备类/660205_制冷和空调设备运行与维护.pdf
中职	660206 电梯安装与维修保养	357146	357146	%PDF-	OK	中职/装备制造大类/机电设备类/660206_电梯安装与维修保养.pdf
中职	660101 机械制造技术	338047	338047	%PDF-	OK	中职/装备制造大类/机械设计制造类/660101_机械制造技术.pdf
中职	660102 机械加工技术	335486	335486	%PDF-	OK	中职/装备制造大类/机械设计制造类/660102_机械加工技术.pdf
中职	660103 数控技术应用	345583	345583	%PDF-	OK	中职/装备制造大类/机械设计制造类/660103_数控技术应用.pdf
中职	660107 增材制造技术应用	344652	344652	%PDF-	OK	中职/装备制造大类/机械设计制造类/660107_增材制造技术应用.pdf
中职	660108 模具制造技术	342232	342232	%PDF-	OK	中职/装备制造大类/机械设计制造类/660108_模具制造技术.pdf
中职	660109 工业产品质量检测技术	348337	348337	%PDF-	OK	中职/装备制造大类/机械设计制造类/660109_工业产品质量检测技术.pdf
中职	660701 汽车制造与检测	359446	359446	%PDF-	OK	中职/装备制造大类/汽车制造类/660701_汽车制造与检测.pdf
中职	660702 新能源汽车制造与检测	349205	349205	%PDF-	OK	中职/装备制造大类/汽车制造类/660702_新能源汽车制造与检测.pdf
中职	660703 汽车电子技术应用	337679	337679	%PDF-	OK	中职/装备制造大类/汽车制造类/660703_汽车电子技术应用.pdf
中职	670101 生物产品检验检测	347328	347328	%PDF-	OK	中职/生物与化工大类/生物技术类/670101_生物产品检验检测.pdf
中职	670102 生物化工技术应用	352203	352203	%PDF-	OK	中职/生物与化工大类/生物技术类/670102_生物化工技术应用.pdf
中职	660301 机电技术应用	362962	362962	%PDF-	OK	中职/装备制造大类/自动化类/660301_机电技术应用.pdf
中职	660302 电气设备运行与控制	347067	347067	%PDF-	OK	中职/装备制造大类/自动化类/660302_电气设备运行与控制.pdf
中职	660303 工业机器人技术应用	344584	344584	%PDF-	OK	中职/装备制造大类/自动化类/660303_工业机器人技术应用.pdf
中职	660304 工业自动化仪表及应用	340517	340517	%PDF-	OK	中职/装备制造大类/自动化类/660304_工业自动化仪表及应用.pdf
中职	660305 液压与气动技术应用	336292	336292	%PDF-	OK	中职/装备制造大类/自动化类/660305_液压与气动技术应用.pdf
中职	660306 智能化生产线安装与运维	344964	344964	%PDF-	OK	中职/装备制造大类/自动化类/660306_智能化生产线安装与运维.pdf
中职	660307 计量测试与应用技术	341024	341024	%PDF-	OK	中职/装备制造大类/自动化类/660307_计量测试与应用技术.pdf
中职	620901 安全技术与管理	338176	338176	%PDF-	OK	中职/资源环境与安全大类/安全类/620901_安全技术与管理.pdf
中职	620902 应急救援技术	335866	335866	%PDF-	OK	中职/资源环境与安全大类/安全类/620902_应急救援技术.pdf
中职	620903 防灾减灾技术	343667	343667	%PDF-	OK	中职/资源环境与安全大类/安全类/620903_防灾减灾技术.pdf
中职	620904 森林消防	346127	346127	%PDF-	OK	中职/资源环境与安全大类/安全类/620904_森林消防.pdf
中职	630101 发电厂及变电站运行与维护	368697	368697	%PDF-	OK	中职/能源动力与材料大类/电力技术类/630101_发电厂及变电站运行与维护.pdf
中职	630103 电力系统自动化装置调试与维护	361243	361243	%PDF-	OK	中职/能源动力与材料大类/电力技术类/630103_电力系统自动化装置调试与维护.pdf
中职	620201 水文地质与工程地质勘查	382415	382415	%PDF-	OK	中职/资源环境与安全大类/地质类/620201_水文地质与工程地质勘查.pdf
中职	620202 钻探技术	354658	354658	%PDF-	OK	中职/资源环境与安全大类/地质类/620202_钻探技术.pdf
中职	620204 岩土工程勘察与施工	350623	350623	%PDF-	OK	中职/资源环境与安全大类/地质类/620204_岩土工程勘察与施工.pdf
中职	620205 地球物理勘探技术	329514	329514	%PDF-	OK	中职/资源环境与安全大类/地质类/620205_地球物理勘探技术.pdf
中职	620301 工程测量技术	338787	338787	%PDF-	OK	中职/资源环境与安全大类/测绘地理信息类/620301_工程测量技术.pdf
中职	620302 地图绘制与地理信息系统	353465	353465	%PDF-	OK	中职/资源环境与安全大类/测绘地理信息类/620302_地图绘制与地理信息系统.pdf
中职	620304 航空摄影测量	358236	358236	%PDF-	OK	中职/资源环境与安全大类/测绘地理信息类/620304_航空摄影测量.pdf
中职	620801 环境监测技术	349330	349330	%PDF-	OK	中职/资源环境与安全大类/环境保护类/620801_环境监测技术.pdf
中职	620802 环境治理技术	348599	348599	%PDF-	OK	中职/资源环境与安全大类/环境保护类/620802_环境治理技术.pdf
中职	630401 钢铁冶炼技术	342839	342839	%PDF-	OK	中职/能源动力与材料大类/黑色金属材料类/630401_钢铁冶炼技术.pdf
中职	630701 建筑材料智能生产技术	354557	354557	%PDF-	OK	中职/能源动力与材料大类/建筑材料类/630701_建筑材料智能生产技术.pdf
中职	630702 新型建筑材料生产技术	362907	362907	%PDF-	OK	中职/能源动力与材料大类/建筑材料类/630702_新型建筑材料生产技术.pdf
中职	630703 建筑材料检测技术	358320	358320	%PDF-	OK	中职/能源动力与材料大类/建筑材料类/630703_建筑材料检测技术.pdf
中职	630704 装配式建筑构件制作技术	358095	358095	%PDF-	OK	中职/能源动力与材料大类/建筑材料类/630704_装配式建筑构件制作技术.pdf
中职	620502 矿井建设技术	339001	339001	%PDF-	OK	中职/资源环境与安全大类/煤炭类/620502_矿井建设技术.pdf
中职	620504 矿山机电	341195	341195	%PDF-	OK	中职/资源环境与安全大类/煤炭类/620504_矿山机电.pdf
中职	620505 煤炭综合利用技术	364252	364252	%PDF-	OK	中职/资源环境与安全大类/煤炭类/620505_煤炭综合利用技术.pdf
中职	620701 气象服务	356989	356989	%PDF-	OK	中职/资源环境与安全大类/气象类/620701_气象服务.pdf
中职	620401 油气储运	347614	347614	%PDF-	OK	中职/资源环境与安全大类/石油与天然气类/620401_油气储运.pdf
中职	620404 油气开采	344587	344587	%PDF-	OK	中职/资源环境与安全大类/石油与天然气类/620404_油气开采.pdf
中职	630301 光伏工程技术与应用	343686	343686	%PDF-	OK	中职/能源动力与材料大类/新能源发电工程类/630301_光伏工程技术与应用.pdf
中职	630302 风力发电设备运行与维护	362399	362399	%PDF-	OK	中职/能源动力与材料大类/新能源发电工程类/630302_风力发电设备运行与维护.pdf
中职	630501 有色金属冶炼技术	339134	339134	%PDF-	OK	中职/能源动力与材料大类/有色金属材料类/630501_有色金属冶炼技术.pdf
中职	620103 宝玉石加工与检测	348709	348709	%PDF-	OK	中职/资源环境与安全大类/资源勘查类/620103_宝玉石加工与检测.pdf
