层次	专业名称及代码	预期字节数	实际字节数	PDF文件头	状态	本地相对路径
高职专科	570312 电子竞技运动与管理	330287	330287	%PDF-	OK	高职专科/教育与体育大类/体育类/570312_电子竞技运动与管理.pdf
高职专科	570314 冰雪运动与管理	345140	345140	%PDF-	OK	高职专科/教育与体育大类/体育类/570314_冰雪运动与管理.pdf
高职专科	570316 体育艺术表演	333872	333872	%PDF-	OK	高职专科/教育与体育大类/体育类/570316_体育艺术表演.pdf
高职专科	570201 商务英语	348938	348938	%PDF-	OK	高职专科/教育与体育大类/语言类/570201_商务英语.pdf
高职专科	570202 应用英语	334527	334527	%PDF-	OK	高职专科/教育与体育大类/语言类/570202_应用英语.pdf
高职专科	570203 旅游英语	340579	340579	%PDF-	OK	高职专科/教育与体育大类/语言类/570203_旅游英语.pdf
高职专科	570204 应用韩语	338318	338318	%PDF-	OK	高职专科/教育与体育大类/语言类/570204_应用韩语.pdf
高职专科	570205 商务日语	344424	344424	%PDF-	OK	高职专科/教育与体育大类/语言类/570205_商务日语.pdf
高职专科	570206 应用日语	343250	343250	%PDF-	OK	高职专科/教育与体育大类/语言类/570206_应用日语.pdf
高职专科	570207 旅游日语	341774	341774	%PDF-	OK	高职专科/教育与体育大类/语言类/570207_旅游日语.pdf
高职专科	570210 应用俄语	340779	340779	%PDF-	OK	高职专科/教育与体育大类/语言类/570210_应用俄语.pdf
高职专科	570211 应用法语	337158	337158	%PDF-	OK	高职专科/教育与体育大类/语言类/570211_应用法语.pdf
高职专科	570212 应用西班牙语	340094	340094	%PDF-	OK	高职专科/教育与体育大类/语言类/570212_应用西班牙语.pdf
高职专科	570213 应用德语	340808	340808	%PDF-	OK	高职专科/教育与体育大类/语言类/570213_应用德语.pdf
高职专科	570214 应用泰语	343383	343383	%PDF-	OK	高职专科/教育与体育大类/语言类/570214_应用泰语.pdf
高职专科	570215 应用越南语	333418	333418	%PDF-	OK	高职专科/教育与体育大类/语言类/570215_应用越南语.pdf
高职专科	540201 餐饮智能管理	377236	377236	%PDF-	OK	高职专科/旅游大类/餐饮类/540201_餐饮智能管理.pdf
高职专科	540202 烹饪工艺与营养	379461	379461	%PDF-	OK	高职专科/旅游大类/餐饮类/540202_烹饪工艺与营养.pdf
高职专科	540203 中西面点工艺	350200	350200	%PDF-	OK	高职专科/旅游大类/餐饮类/540203_中西面点工艺.pdf
高职专科	540204 西式烹饪工艺	341535	341535	%PDF-	OK	高职专科/旅游大类/餐饮类/540204_西式烹饪工艺.pdf
高职专科	540205 营养配餐	401872	401872	%PDF-	OK	高职专科/旅游大类/餐饮类/540205_营养配餐.pdf
高职专科	540101 旅游管理	354624	354624	%PDF-	OK	高职专科/旅游大类/旅游类/540101_旅游管理.pdf
高职专科	540102 导游	340606	340606	%PDF-	OK	高职专科/旅游大类/旅游类/540102_导游.pdf
高职专科	540103 旅行社经营与管理	326803	326803	%PDF-	OK	高职专科/旅游大类/旅游类/540103_旅行社经营与管理.pdf
高职专科	540104 定制旅行管理与服务	351797	351797	%PDF-	OK	高职专科/旅游大类/旅游类/540104_定制旅行管理与服务.pdf
高职专科	540105 研学旅行管理与服务	327077	327077	%PDF-	OK	高职专科/旅游大类/旅游类/540105_研学旅行管理与服务.pdf
高职专科	540106 酒店管理与数字化运营	359505	359505	%PDF-	OK	高职专科/旅游大类/旅游类/540106_酒店管理与数字化运营.pdf
高职专科	540107 民宿管理与运营	341620	341620	%PDF-	OK	高职专科/旅游大类/旅游类/540107_民宿管理与运营.pdf
高职专科	540108 葡萄酒文化与营销	368436	368436	%PDF-	OK	高职专科/旅游大类/旅游类/540108_葡萄酒文化与营销.pdf
高职专科	540109 茶艺与茶文化	325759	325759	%PDF-	OK	高职专科/旅游大类/旅游类/540109_茶艺与茶文化.pdf
高职专科	540110 智慧景区开发与管理	342184	342184	%PDF-	OK	高职专科/旅游大类/旅游类/540110_智慧景区开发与管理.pdf
高职专科	540111 智慧旅游技术应用	339400	339400	%PDF-	OK	高职专科/旅游大类/旅游类/540111_智慧旅游技术应用.pdf
高职专科	540112 会展策划与管理	339468	339468	%PDF-	OK	高职专科/旅游大类/旅游类/540112_会展策划与管理.pdf
高职专科	540113 休闲服务与管理	340424	340424	%PDF-	OK	高职专科/旅游大类/旅游类/540113_休闲服务与管理.pdf
高职专科	410202 园林技术	350057	350057	%PDF-	OK	高职专科/农林牧渔大类/林业类/410202_园林技术.pdf
高职专科	410204 花卉生产与花艺	352943	352943	%PDF-	OK	高职专科/农林牧渔大类/林业类/410204_花卉生产与花艺.pdf
高职专科	410206 森林和草原资源保护	334873	334873	%PDF-	OK	高职专科/农林牧渔大类/林业类/410206_森林和草原资源保护.pdf
高职专科	410207 林草生态保护与修复	358284	358284	%PDF-	OK	高职专科/农林牧渔大类/林业类/410207_林草生态保护与修复.pdf
高职专科	410210 森林生态旅游与康养	325446	325446	%PDF-	OK	高职专科/农林牧渔大类/林业类/410210_森林生态旅游与康养.pdf
高职专科	410211 林业信息技术应用	360504	360504	%PDF-	OK	高职专科/农林牧渔大类/林业类/410211_林业信息技术应用.pdf
高职专科	410102 作物生产与经营管理	360326	360326	%PDF-	OK	高职专科/农林牧渔大类/农业类/410102_作物生产与经营管理.pdf
高职专科	410103 现代农业技术	346701	346701	%PDF-	OK	高职专科/农林牧渔大类/农业类/410103_现代农业技术.pdf
高职专科	410105 园艺技术	359199	359199	%PDF-	OK	高职专科/农林牧渔大类/农业类/410105_园艺技术.pdf
高职专科	410106 植物保护与检疫技术	350803	350803	%PDF-	OK	高职专科/农林牧渔大类/农业类/410106_植物保护与检疫技术.pdf
高职专科	410107 茶叶生产与加工技术	354097	354097	%PDF-	OK	高职专科/农林牧渔大类/农业类/410107_茶叶生产与加工技术.pdf
高职专科	410108 中草药栽培与加工技术	421542	421542	%PDF-	OK	高职专科/农林牧渔大类/农业类/410108_中草药栽培与加工技术.pdf
高职专科	410110 饲草生产技术	352203	352203	%PDF-	OK	高职专科/农林牧渔大类/农业类/410110_饲草生产技术.pdf
高职专科	410111 食用菌生产与加工技术	367720	367720	%PDF-	OK	高职专科/农林牧渔大类/农业类/410111_食用菌生产与加工技术.pdf
高职专科	410113 现代农业装备应用技术	351101	351101	%PDF-	OK	高职专科/农林牧渔大类/农业类/410113_现代农业装备应用技术.pdf
高职专科	410114 农产品加工与质量检测	376051	376051	%PDF-	OK	高职专科/农林牧渔大类/农业类/410114_农产品加工与质量检测.pdf
高职专科	410115 绿色食品生产技术	362715	362715	%PDF-	OK	高职专科/农林牧渔大类/农业类/410115_绿色食品生产技术.pdf
高职专科	410117 棉花加工与经营管理	338794	338794	%PDF-	OK	高职专科/农林牧渔大类/农业类/410117_棉花加工与经营管理.pdf
高职专科	410118 休闲农业经营与管理	357252	357252	%PDF-	OK	高职专科/农林牧渔大类/农业类/410118_休闲农业经营与管理.pdf
高职专科	410119 现代农业经济管理	349652	349652	%PDF-	OK	高职专科/农林牧渔大类/农业类/410119_现代农业经济管理.pdf
高职专科	410120 农村新型经济组织管理	352669	352669	%PDF-	OK	高职专科/农林牧渔大类/农业类/410120_农村新型经济组织管理.pdf
高职专科	410301 动物医学	363563	363563	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410301_动物医学.pdf
高职专科	410302 动物药学	358917	358917	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410302_动物药学.pdf
高职专科	410303 畜牧兽医	354889	354889	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410303_畜牧兽医.pdf
高职专科	410304 中兽医	363954	363954	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410304_中兽医.pdf
高职专科	410305 宠物医疗技术	353115	353115	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410305_宠物医疗技术.pdf
高职专科	410307 畜禽智能化养殖	363319	363319	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410307_畜禽智能化养殖.pdf
高职专科	410309 宠物养护与驯导	384107	384107	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410309_宠物养护与驯导.pdf
高职专科	410310 动物营养与饲料	345579	345579	%PDF-	OK	高职专科/农林牧渔大类/畜牧业类/410310_动物营养与饲料.pdf
高职专科	410401 水产养殖技术	351717	351717	%PDF-	OK	高职专科/农林牧渔大类/渔业类/410401_水产养殖技术.pdf
高职专科	480402 服装设计与工艺	336467	336467	%PDF-	OK	高职专科/轻工纺织大类/纺织服装类/480402_服装设计与工艺.pdf
高职专科	480405 数字化染整技术	358571	358571	%PDF-	OK	高职专科/轻工纺织大类/纺织服装类/480405_数字化染整技术.pdf
高职专科	480409 现代非织造技术	342420	342420	%PDF-	OK	高职专科/轻工纺织大类/纺织服装类/480409_现代非织造技术.pdf
高职专科	480103 家具设计与制造	335212	335212	%PDF-	OK	高职专科/轻工纺织大类/轻化工类/480103_家具设计与制造.pdf
高职专科	480108 皮具制作与工艺	321362	321362	%PDF-	OK	高职专科/轻工纺织大类/轻化工类/480108_皮具制作与工艺.pdf
高职专科	480302 印刷媒体技术	371724	371724	%PDF-	OK	高职专科/轻工纺织大类/印刷类/480302_印刷媒体技术.pdf
高职专科	480303 印刷数字图文技术	344923	344923	%PDF-	OK	高职专科/轻工纺织大类/印刷类/480303_印刷数字图文技术.pdf
高职专科	450202 智慧水利技术	354173	354173	%PDF-	OK	高职专科/水利大类/水利工程与管理类/450202_智慧水利技术.pdf
高职专科	450204 水利水电工程智能管理	346756	346756	%PDF-	OK	高职专科/水利大类/水利工程与管理类/450204_水利水电工程智能管理.pdf
高职专科	450208 智能水务管理	332832	332832	%PDF-	OK	高职专科/水利大类/水利工程与管理类/450208_智能水务管理.pdf
高职专科	450401 水土保持技术	337911	337911	%PDF-	OK	高职专科/水利大类/水土保持与水环境类/450401_水土保持技术.pdf
高职专科	450403 水生态修复技术	356575	356575	%PDF-	OK	高职专科/水利大类/水土保持与水环境类/450403_水生态修复技术.pdf
高职专科	450101 水文与水资源技术	345676	345676	%PDF-	OK	高职专科/水利大类/水文水资源类/450101_水文与水资源技术.pdf
高职专科	490301 粮食工程技术与管理	366289	366289	%PDF-	OK	高职专科/食品药品与粮食大类/粮食类/490301_粮食工程技术与管理.pdf
高职专科	490302 粮食储运与质量安全	358622	358622	%PDF-	OK	高职专科/食品药品与粮食大类/粮食类/490302_粮食储运与质量安全.pdf
高职专科	490101 食品智能加工技术	379682	379682	%PDF-	OK	高职专科/食品药品与粮食大类/食品类/490101_食品智能加工技术.pdf
高职专科	490102 食品质量与安全	365888	365888	%PDF-	OK	高职专科/食品药品与粮食大类/食品类/490102_食品质量与安全.pdf
高职专科	490103 食品营养与健康	364675	364675	%PDF-	OK	高职专科/食品药品与粮食大类/食品类/490103_食品营养与健康.pdf
高职专科	490104 食品检验检测技术	365780	365780	%PDF-	OK	高职专科/食品药品与粮食大类/食品类/490104_食品检验检测技术.pdf
高职专科	490201 药品生产技术	355050	355050	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490201_药品生产技术.pdf
高职专科	490202 生物制药技术	362086	362086	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490202_生物制药技术.pdf
高职专科	490203 药物制剂技术	333174	333174	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490203_药物制剂技术.pdf
高职专科	490204 化学制药技术	357083	357083	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490204_化学制药技术.pdf
高职专科	490206 药品质量与安全	347867	347867	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490206_药品质量与安全.pdf
高职专科	490207 制药设备应用技术	348871	348871	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490207_制药设备应用技术.pdf
高职专科	490208 药品经营与管理	352848	352848	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490208_药品经营与管理.pdf
高职专科	490209 食品药品监督管理	346097	346097	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490209_食品药品监督管理.pdf
高职专科	490210 智能医疗装备技术	339093	339093	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490210_智能医疗装备技术.pdf
高职专科	490211 医用电子仪器技术	332834	332834	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490211_医用电子仪器技术.pdf
高职专科	490214 医疗器械经营与服务	344456	344456	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490214_医疗器械经营与服务.pdf
高职专科	490215 康复工程技术	336150	336150	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490215_康复工程技术.pdf
高职专科	490218 化妆品质量与安全	357295	357295	%PDF-	OK	高职专科/食品药品与粮食大类/药品与医疗器械类/490218_化妆品质量与安全.pdf
高职专科	440201 城乡规划	346364	346364	%PDF-	OK	高职专科/土木建筑大类/城乡规划与管理类/440201_城乡规划.pdf
高职专科	440202 智慧城市管理技术	386625	386625	%PDF-	OK	高职专科/土木建筑大类/城乡规划与管理类/440202_智慧城市管理技术.pdf
高职专科	440701 房地产经营与管理	337753	337753	%PDF-	OK	高职专科/土木建筑大类/房地产类/440701_房地产经营与管理.pdf
高职专科	440702 房地产智能检测与估价	345012	345012	%PDF-	OK	高职专科/土木建筑大类/房地产类/440702_房地产智能检测与估价.pdf
高职专科	440703 现代物业管理	353481	353481	%PDF-	OK	高职专科/土木建筑大类/房地产类/440703_现代物业管理.pdf
高职专科	440501 工程造价	331414	331414	%PDF-	OK	高职专科/土木建筑大类/建设工程管理类/440501_工程造价.pdf
高职专科	440502 建设工程管理	343164	343164	%PDF-	OK	高职专科/土木建筑大类/建设工程管理类/440502_建设工程管理.pdf
高职专科	440503 建筑经济信息化管理	331744	331744	%PDF-	OK	高职专科/土木建筑大类/建设工程管理类/440503_建筑经济信息化管理.pdf
高职专科	440504 建设工程监理	339618	339618	%PDF-	OK	高职专科/土木建筑大类/建设工程管理类/440504_建设工程监理.pdf
高职专科	440404 建筑智能化工程技术	346972	346972	%PDF-	OK	高职专科/土木建筑大类/建筑设备类/440404_建筑智能化工程技术.pdf
高职专科	440406 建筑消防技术	349931	349931	%PDF-	OK	高职专科/土木建筑大类/建筑设备类/440406_建筑消防技术.pdf
高职专科	440101 建筑设计	341927	341927	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440101_建筑设计.pdf
高职专科	440102 建筑装饰工程技术	338132	338132	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440102_建筑装饰工程技术.pdf
高职专科	440104 园林工程技术	318320	318320	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440104_园林工程技术.pdf
高职专科	440105 风景园林设计	332556	332556	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440105_风景园林设计.pdf
高职专科	440106 建筑室内设计	348770	348770	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440106_建筑室内设计.pdf
高职专科	440107 建筑动画技术	312568	312568	%PDF-	OK	高职专科/土木建筑大类/建筑设计类/440107_建筑动画技术.pdf
高职专科	440601 市政工程技术	348152	348152	%PDF-	OK	高职专科/土木建筑大类/市政工程类/440601_市政工程技术.pdf
高职专科	440604 市政管网智能检测与维护	344756	344756	%PDF-	OK	高职专科/土木建筑大类/市政工程类/440604_市政管网智能检测与维护.pdf
高职专科	440301 建筑工程技术	338797	338797	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440301_建筑工程技术.pdf
高职专科	440302 装配式建筑工程技术	339076	339076	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440302_装配式建筑工程技术.pdf
高职专科	440303 建筑钢结构工程技术	342021	342021	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440303_建筑钢结构工程技术.pdf
高职专科	440304 智能建造技术	340449	340449	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440304_智能建造技术.pdf
高职专科	440305 地下与隧道工程技术	390381	390381	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440305_地下与隧道工程技术.pdf
高职专科	440306 土木工程检测技术	351348	351348	%PDF-	OK	高职专科/土木建筑大类/土建施工类/440306_土木工程检测技术.pdf
高职专科	550201 音乐表演	352052	352052	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550201_音乐表演.pdf
高职专科	550202 舞蹈表演	342255	342255	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550202_舞蹈表演.pdf
高职专科	550204 表演艺术	355308	355308	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550204_表演艺术.pdf
高职专科	550205 戏剧影视表演	331402	331402	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550205_戏剧影视表演.pdf
高职专科	550206 歌舞表演	335433	335433	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550206_歌舞表演.pdf
高职专科	550209 国际标准舞	343958	343958	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550209_国际标准舞.pdf
高职专科	550210 现代流行音乐	373854	373854	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550210_现代流行音乐.pdf
高职专科	550211 戏曲音乐	334060	334060	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550211_戏曲音乐.pdf
高职专科	550212 音乐制作	333742	333742	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550212_音乐制作.pdf
高职专科	550214 钢琴调律	335398	335398	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550214_钢琴调律.pdf
高职专科	550217 时尚表演与传播	335914	335914	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550217_时尚表演与传播.pdf
高职专科	550218 舞台艺术设计与制作	345001	345001	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550218_舞台艺术设计与制作.pdf
高职专科	550220 现代魔术设计与表演	329890	329890	%PDF-	OK	高职专科/文化艺术大类/表演艺术类/550220_现代魔术设计与表演.pdf
高职专科	550303 民族服装与饰品	309411	309411	%PDF-	OK	高职专科/文化艺术大类/民族文化艺术类/550303_民族服装与饰品.pdf
高职专科	550402 文化产业经营与管理	337108	337108	%PDF-	OK	高职专科/文化艺术大类/文化服务类/550402_文化产业经营与管理.pdf
高职专科	550408 石窟寺保护技术	355042	355042	%PDF-	OK	高职专科/文化艺术大类/文化服务类/550408_石窟寺保护技术.pdf
高职专科	550101 艺术设计	331641	331641	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550101_艺术设计.pdf
高职专科	550102 视觉传达设计	344350	344350	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550102_视觉传达设计.pdf
高职专科	550103 数字媒体艺术设计	360384	360384	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550103_数字媒体艺术设计.pdf
高职专科	550104 产品艺术设计	336901	336901	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550104_产品艺术设计.pdf
高职专科	550105 服装与服饰设计	323875	323875	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550105_服装与服饰设计.pdf
高职专科	550106 环境艺术设计	340155	340155	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550106_环境艺术设计.pdf
高职专科	550107 书画艺术	315375	315375	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550107_书画艺术.pdf
高职专科	550108 公共艺术设计	338952	338952	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550108_公共艺术设计.pdf
高职专科	550109 游戏艺术设计	330792	330792	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550109_游戏艺术设计.pdf
高职专科	550110 展示艺术设计	338720	338720	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550110_展示艺术设计.pdf
高职专科	550111 美容美体艺术	353853	353853	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550111_美容美体艺术.pdf
高职专科	550112 工艺美术品设计	352084	352084	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550112_工艺美术品设计.pdf
高职专科	550113 广告艺术设计	343321	343321	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550113_广告艺术设计.pdf
高职专科	550114 室内艺术设计	316403	316403	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550114_室内艺术设计.pdf
高职专科	550115 家具艺术设计	347087	347087	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550115_家具艺术设计.pdf
高职专科	550116 动漫设计	359885	359885	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550116_动漫设计.pdf
高职专科	550117 人物形象设计	324092	324092	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550117_人物形象设计.pdf
高职专科	550118 摄影与摄像艺术	350160	350160	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550118_摄影与摄像艺术.pdf
高职专科	550119 雕刻艺术设计	342683	342683	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550119_雕刻艺术设计.pdf
高职专科	550120 皮具艺术设计	322575	322575	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550120_皮具艺术设计.pdf
高职专科	550121 包装艺术设计	341292	341292	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550121_包装艺术设计.pdf
高职专科	550123 首饰设计与工艺	349090	349090	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550123_首饰设计与工艺.pdf
高职专科	550124 玉器设计与工艺	354806	354806	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550124_玉器设计与工艺.pdf
高职专科	550125 刺绣设计与工艺	354833	354833	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550125_刺绣设计与工艺.pdf
高职专科	550126 雕塑设计	354186	354186	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550126_雕塑设计.pdf
高职专科	550127 服装陈列与展示设计	349805	349805	%PDF-	OK	高职专科/文化艺术大类/艺术设计类/550127_服装陈列与展示设计.pdf
高职专科	560201 播音与主持	344691	344691	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560201_播音与主持.pdf
高职专科	560202 广播影视节目制作	336832	336832	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560202_广播影视节目制作.pdf
高职专科	560203 数字广播电视技术	346816	346816	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560203_数字广播电视技术.pdf
高职专科	560204 影视编导	353565	353565	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560204_影视编导.pdf
高职专科	560205 新闻采编与制作	333577	333577	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560205_新闻采编与制作.pdf
高职专科	560206 影视动画	351592	351592	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560206_影视动画.pdf
高职专科	560208 影视多媒体技术	369930	369930	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560208_影视多媒体技术.pdf
高职专科	560211 录音技术与艺术	348663	348663	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560211_录音技术与艺术.pdf
高职专科	560212 摄影摄像技术	341404	341404	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560212_摄影摄像技术.pdf
高职专科	560213 融媒体技术与运营	356798	356798	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560213_融媒体技术与运营.pdf
高职专科	560214 网络直播与运营	313853	313853	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560214_网络直播与运营.pdf
高职专科	560216 全媒体广告策划与营销	342752	342752	%PDF-	OK	高职专科/新闻传播大类/广播影视类/560216_全媒体广告策划与营销.pdf
高职专科	560105 数字出版	338188	338188	%PDF-	OK	高职专科/新闻传播大类/新闻出版类/560105_数字出版.pdf
高职专科	520701 公共卫生管理	349754	349754	%PDF-	OK	高职专科/医药卫生大类/公共卫生与卫生管理类/520701_公共卫生管理.pdf
高职专科	520703K 预防医学	346512	346512	%PDF-	OK	高职专科/医药卫生大类/公共卫生与卫生管理类/520703K_预防医学.pdf
高职专科	520704 健康大数据管理与服务	363711	363711	%PDF-	OK	高职专科/医药卫生大类/公共卫生与卫生管理类/520704_健康大数据管理与服务.pdf
高职专科	520201 护理	355120	355120	%PDF-	OK	高职专科/医药卫生大类/护理类/520201_护理.pdf
高职专科	520202 助产	354459	354459	%PDF-	OK	高职专科/医药卫生大类/护理类/520202_助产.pdf
高职专科	520801 健康管理	341168	341168	%PDF-	OK	高职专科/医药卫生大类/健康管理与促进类/520801_健康管理.pdf
高职专科	520802 婴幼儿托育服务与管理	374598	374598	%PDF-	OK	高职专科/医药卫生大类/健康管理与促进类/520802_婴幼儿托育服务与管理.pdf
高职专科	520803 老年保健与管理	351939	351939	%PDF-	OK	高职专科/医药卫生大类/健康管理与促进类/520803_老年保健与管理.pdf
高职专科	520804 心理咨询	344969	344969	%PDF-	OK	高职专科/医药卫生大类/健康管理与促进类/520804_心理咨询.pdf
高职专科	520601 康复治疗技术	359926	359926	%PDF-	OK	高职专科/医药卫生大类/康复治疗类/520601_康复治疗技术.pdf
高职专科	520101K 临床医学	377467	377467	%PDF-	OK	高职专科/医药卫生大类/临床医学类/520101K_临床医学.pdf
高职专科	520102K 口腔医学	355836	355836	%PDF-	OK	高职专科/医药卫生大类/临床医学类/520102K_口腔医学.pdf
高职专科	520901 眼视光技术	348557	348557	%PDF-	OK	高职专科/医药卫生大类/眼视光类/520901_眼视光技术.pdf
高职专科	520902 眼视光仪器技术	338180	338180	%PDF-	OK	高职专科/医药卫生大类/眼视光类/520902_眼视光仪器技术.pdf
高职专科	520903 视觉训练与康复	350019	350019	%PDF-	OK	高职专科/医药卫生大类/眼视光类/520903_视觉训练与康复.pdf
高职专科	520501 医学检验技术	340137	340137	%PDF-	OK	高职专科/医药卫生大类/医学技术类/520501_医学检验技术.pdf
高职专科	520502 医学影像技术	327633	327633	%PDF-	OK	高职专科/医药卫生大类/医学技术类/520502_医学影像技术.pdf
高职专科	520503 医学生物技术	362645	362645	%PDF-	OK	高职专科/医药卫生大类/医学技术类/520503_医学生物技术.pdf
高职专科	520504 口腔医学技术	388590	388590	%PDF-	OK	高职专科/医药卫生大类/医学技术类/520504_口腔医学技术.pdf
高职专科	520507 医学美容技术	364342	364342	%PDF-	OK	高职专科/医药卫生大类/医学技术类/520507_医学美容技术.pdf
高职专科	520301 药学	361853	361853	%PDF-	OK	高职专科/医药卫生大类/药学类/520301_药学.pdf
高职专科	520403K 针灸推拿	344289	344289	%PDF-	OK	高职专科/医药卫生大类/中医药类/520403K_针灸推拿.pdf
高职专科	520410 中药学	362667	362667	%PDF-	OK	高职专科/医药卫生大类/中医药类/520410_中药学.pdf
高职专科	520414 中药材生产与加工	354084	354084	%PDF-	OK	高职专科/医药卫生大类/中医药类/520414_中药材生产与加工.pdf
高职专科	520415 中药制药	347834	347834	%PDF-	OK	高职专科/医药卫生大类/中医药类/520415_中药制药.pdf
高职专科	520416 中医康复技术	339708	339708	%PDF-	OK	高职专科/医药卫生大类/中医药类/520416_中医康复技术.pdf
高职专科	520417 中医养生保健	338662	338662	%PDF-	OK	高职专科/医药卫生大类/中医药类/520417_中医养生保健.pdf
高职专科	520418 药膳与食疗	354473	354473	%PDF-	OK	高职专科/医药卫生大类/中医药类/520418_药膳与食疗.pdf
高职专科	460501 船舶工程技术	359583	359583	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460501_船舶工程技术.pdf
高职专科	460502 船舶动力工程技术	348032	348032	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460502_船舶动力工程技术.pdf
高职专科	460503 船舶电气工程技术	343229	343229	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460503_船舶电气工程技术.pdf
高职专科	460504 船舶智能焊接技术	347649	347649	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460504_船舶智能焊接技术.pdf
高职专科	460508 游艇设计与制造	339145	339145	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460508_游艇设计与制造.pdf
高职专科	460509 邮轮内装技术	363341	363341	%PDF-	OK	高职专科/装备制造大类/船舶与海洋工程装备类/460509_邮轮内装技术.pdf
