institution_code,seed_url,seed_type,evidence_url,verification_status
JNVC,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_662bf103100c4911838ebd626122637b.html,government_information_disclosure,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_662bf103100c4911838ebd626122637b.html,verified
JNVC,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_adf69c12998c4ddfa566a393606cc050.html,government_information_disclosure,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_adf69c12998c4ddfa566a393606cc050.html,verified
